시도,시군구,이름,셀프,주소,번호,고급휘발유,보통휘발유,경유,실내등유
서울,강서구,스카이주유소,Y,서울 강서구 개화동로 457 (방화동),02-2663-5146,1817.0,1565.0,1416,
부산,강서구,신항만에너지,Y,부산 강서구 낙동남로 501 (녹산동),051-973-7622,,1558.0,1369,
부산,강서구,신항만주유소,Y,부산 강서구 가락대로1243번길 68,051-973-0935,,1549.0,1339,
서울,강서구,씨앤에스유통(주) 마곡드림주유소,Y,서울 강서구 방화대로 254(마곡동),02-2667-0113,,1565.0,1395,
서울,강서구,염창동주유소,N,서울 강서구 양천로 720 (염창동),02-3664-4134,,1993.0,1875,
부산,강서구,오봉주유소,N,부산 강서구 호계로 1 (죽림동),051-972-5177,,1558.0,1368,1250.0
서울,강서구,오션네트웍스(주) 서울식물원지점,Y,서울 강서구 양천로 300,02-3661-8829,1799.0,1595.0,1468,
부산,강서구,우리2주유소,Y,부산 강서구 낙동북로 142 (강동동),051-971-5585,,1518.0,1328,
부산,강서구,우리들주유소,Y,부산 강서구 낙동남로 667 (녹산동),051-941-5145,,1598.0,1398,
서울,강서구,우장산주유소,Y,서울 강서구 강서로 292 (내발산동),02-3664-7163,1846.0,1645.0,1518,1650.0
부산,강서구,유성주유소,Y,부산 강서구 생곡로 337 (생곡동),051-973-8852,,1558.0,1378,1300.0
서울,강서구,유턴주유소,Y,서울 강서구 남부순환로 57,02-2665-5047,,1559.0,1399,1380.0
부산,강서구,은마석유 경기장주유소,Y,부산 강서구 낙동북로 364 (대저1동),051-971-7956,1838.0,1518.0,1328,1300.0
부산,강서구,은마석유(주)신호주유소,Y,부산 강서구  낙동남로 514 (화전동),051-971-6331,,1539.0,1339,1350.0
부산,강서구,은마석유(주)직영 강서주유소,Y,부산 강서구 공항로 483,051-973-5104,,1518.0,1338,
부산,강서구,이왕주유소,Y,부산 강서구 공항로 1423 (대저1동),051-972-9007,,1538.0,1358,1300.0
서울,강서구,이케이에너지(주) 강서주유소,Y,서울 강서구 화곡로 273 (화곡동),02-2699-5219,,1549.0,1378,
부산,강서구,제일주유소,N,부산 강서구 가락대로 1417,051-971-2727,,1568.0,1388,1250.0
서울,강서구,지에스칼텍스㈜ 경인고속주유소,Y,서울 강서구 국회대로 225 (화곡동),02-2608-5151,1759.0,1559.0,1427,1500.0
부산,강서구,지에스칼텍스㈜ 동성셀프주유소,Y,부산 강서구 명지국제8로 272,051-292-0895,1779.0,1559.0,1399,
서울,강서구,참솔에너지,Y,서울 강서구 벌말로 281 (오곡동),070-8844-8282,,1765.0,1665,
서울,강서구,코리나(주)청룡주유소,N,서울 강서구 양천로 576,02-3661-1575,,1698.0,1558,1600.0
부산,강서구,평강주유소,Y,부산 강서구 평강로 309 (대저1동),051-971-4411,,1579.0,1389,1300.0
서울,강서구,하이웨이주유소,Y,서울특별시 강서구 공항대로 432(화곡동),02-2605-4000,1746.0,1626.0,1496,
서울,강서구,행촌에너지 공항주유소,Y,서울 강서구 개화동로 420 (개화동),02-2665-5189,1817.0,1565.0,1416,
서울,강서구,현대오일뱅크 등촌주유소,N,서울 강서구 등촌로 189 (등촌동),02-2647-5700,,1596.0,1436,
부산,강서구,홈123에너지,N,부산 강서구 낙동남로 127 (송정동),051-971-9441,,,1359,
서울,강서구,화곡역주유소,Y,서울 강서구 강서로 154 (화곡동),02-2691-5151,,1549.0,1378,
서울,강서구,화곡현대주유소,Y,서울 강서구 강서로 151 (화곡동),02-2607-1942,1824.0,1614.0,1494,
전남,강진군,e-조은주유소,N,전남 강진군 성전면 예향로 664,061-433-4010,,1580.0,1395,1275.0
전남,강진군,강진IC주유소,N,전남 강진군 성전면 예향로 378,061-433-0251,,1599.0,1479,
전남,강진군,강진남부농협 대구지점 주유소,Y,전남 강진군 대구면 청자로 1856,061-433-2800,,1549.0,1429,1300.0
전남,강진군,강진남부농협주유소,N,전남 강진군 칠량면 청자로 753,061-433-2152,,1599.0,1479,1300.0
전남,강진군,강진농협군동주유소,N,전남 강진군 군동면 진흥로 328,061-434-5583,,1599.0,1479,1300.0
전남,강진군,강진농협성전지점주유소,N,전남 강진군 성전면 송계로 850-7,061-434-8488,,1599.0,1479,1300.0
전남,강진군,강진농협주유소,N,전남 강진군 강진읍 보은로 155,061-433-4356,,1599.0,1479,1300.0
전남,강진군,강진한들농협병영주유소,N,전남 강진군 병영면 장강로 1039,061-433-3137,,1599.0,1479,1300.0
전남,강진군,강진한들농협작천주유소,N,전라남도 강진군 작천면 금강로 606,061-434-6017,,1599.0,1479,1300.0
전남,강진군,그린주유소(S)c,N,전남 강진군 신전면 백도로 1565,061-433-8511,,1610.0,1480,1300.0
전남,강진군,남강주유소,N,전남 강진군 군동면 청자로 255,061-433-1600,,1660.0,1490,1300.0
전남,강진군,남산주유소,Y,전남 강진군 성전면 송계로 538,061-433-3245,,1599.0,1479,1300.0
전남,강진군,대동에너지 유한회사,N,전남 강진군 마량면 청자로 2281,061-432-7678,,1549.0,1429,1300.0
전남,강진군,대산주유소,Y,전남 강진군 도암면 강진서부로 520,061-432-8877,,1595.0,1475,
전남,강진군,도암농협주유소,N,전남 강진군 도암면 백도로 1872,061-433-3567,,1615.0,1485,1300.0
전남,강진군,동창주유소,N,전남 강진군 강진읍 중앙로 65,061-434-2257,,1625.0,1499,1300.0
전남,강진군,동화주유소,N,전남 강진군 강진읍 보은로 51,061-434-2164,,1629.0,1499,
전남,강진군,산림조합주유소,N,전남 강진군 강진읍 보은로 135 (강진읍),061-430-5411,,1599.0,1479,1300.0
전남,강진군,서산주유소,Y,전라남도 강진군 강진읍 녹색로 3926,061-434-5149,,1670.0,1499,
전남,강진군,신전주유소,N,전남 강진군 신전면 백도로 1481,061-433-1917,,1610.0,1485,1300.0
전남,강진군,에스케이강진주유소,N,전남 강진군 강진읍 송계로 28,061-434-0011,,1599.0,1479,1300.0
전남,강진군,청자골주유소,N,전남 강진군 강진읍 해강로 976,061-433-5182,,1599.0,1469,1300.0
전남,강진군,호남주유소,N,전남 강진군 신전면 백도로 1260,061-432-5152,,1580.0,1440,1280.0
전남,강진군,희망주유소,N,전남 강진군 강진읍 보은로 94,061-434-3669,,1599.0,1479,1300.0
인천,강화군,(주)유성주유소,N,인천 강화군 하점면 강화대로 1114,032-933-5190,,1640.0,1490,1150.0
인천,강화군,KH에너지㈜직영 삼성주유소,N,인천 강화군 불은면 중앙로 638,032-937-6208,,1578.0,1418,
인천,강화군,가나안주유소,Y,인천 강화군 화도면 해안남로 2351,032-937-4510,,1598.0,1485,1150.0
인천,강화군,강화남부농협주유소,N,인천 강화군 길상면 길상로 302,032-937-4185,,1587.0,1427,1080.0
인천,강화군,강화농협주유소,Y,인천 강화군 강화읍 중앙로 70,032-933-0556,,1578.0,1418,1070.0
인천,강화군,경기주유소,Y,인천 강화군 선원면 중앙로 233,032-933-5060,,1579.0,1419,1070.0
인천,강화군,고려산주유소,N,인천 강화군 송해면 강화대로 687,032-933-1916,,1599.0,1439,1150.0
인천,강화군,교동주유소,N,인천 강화군 교동면 대룡안길54번길 5,032-932-5039,,1650.0,1490,1150.0
인천,강화군,금광주유소,N,인천 강화군 길상면 까치골길 1,032-937-5104,,1565.0,1395,1050.0
인천,강화군,길상주유소,N,인천 강화군 길상면 길상로 348,032-937-2323,,1585.0,1425,1080.0
인천,강화군,두운주유소,N,인천 강화군 불은면 강화동로 508,032-933-0366,,1540.0,1370,1050.0
인천,강화군,백마외포리주유소,N,인천 강화군 내가면 중앙로 1301,032-933-8155,,1689.0,1499,
인천,강화군,삼산주유소,N,인천 강화군 삼산면 삼산북로 462,032-932-3027,,1600.0,1450,
인천,강화군,서강화농업협동조합 내가지점,Y,인천 강화군 내가면 중앙로 1282,032-932-7521,,1578.0,1418,1070.0
인천,강화군,서강화농협주유소,N,인천 강화군 교동면 교동동로 480,032-933-8328,,1598.0,1438,1070.0
인천,강화군,서문안주유소,N,인천 강화군 불은면 중앙로 665,032-937-3006,,1578.0,1418,1100.0
인천,강화군,선원부광주유소,Y,인천 강화군 선원면 강화동로 899,032-933-8182,,1599.0,1438,1100.0
인천,강화군,세광주유소,N,인천 강화군 선원면 중앙로 205,032-934-1235,,1599.0,1439,1150.0
인천,강화군,아름주유소,Y,인천 강화군 선원면 중앙로 150,032-933-5145,,1597.0,1507,1070.0
인천,강화군,양도주유소,N,인천 강화군 양도면 강화남로 725,032-937-0119,,1577.0,1417,1100.0
인천,강화군,온수주유소,Y,인천 강화군 길상면 초지로 568,032-937-9470,,1570.0,1410,1050.0
인천,강화군,태평양주유소,N,인천 강화군 하점면 강화서로 557,032-932-4109,,1579.0,1419,1150.0
인천,강화군,하은상사주유소,Y,인천 강화군 길상면 해안동로 75,032-937-9914,,1516.0,1356,1040.0
인천,강화군,하점주유소,N,인천 강화군 하점면 강화대로 909,032-934-5189,,1598.0,1438,1150.0
인천,강화군,한국주유소,N,인천 강화군 선원면 중앙로 445,032-933-8700,,1575.0,1405,1130.0
인천,강화군,해명주유소,Y,인천 강화군 삼산면 삼산남로 536,032-932-5225,,1577.0,1417,1100.0
인천,강화군,화도주유소,N,인천 강화군 화도면 가능포로 37,032-937-6829,,1598.0,1428,1080.0
경남,거제시,(주)아성통상 아성거제직영주유소,Y,경남 거제시 거제대로 3417 (아주동),055-681-5141,1795.0,1535.0,1335,
경남,거제시,(주)옥창주유소,N,경남 거제시 옥포성안로 86 (옥포동),055-687-3379,,1599.0,1469,1350.0
경남,거제시,(주)한길,Y,경남 거제시 거제대로 3714 (옥포동),055-687-3355,,1582.0,1382,
경남,거제시,갈곶관광주유소,N,경남 거제시 남부면 해금강로 142,055-632-5805,,1870.0,1770,
경남,거제시,거제주유소,N,경남 거제시 거제면 읍내로 75,055-633-2660,,1645.0,1545,1350.0
경남,거제시,경인산업(주)거가대교주유소,Y,경남 거제시 장목면 거제북로 2859,055-635-6882,,1598.0,1398,1440.0
경남,거제시,경인주유소,N,경남 거제시 장승로 37 (장승포동),055-682-2277,,1655.0,1498,
경남,거제시,계룡산주유소,N,경남 거제시 거제중앙로 1535 (문동동),055-638-5170,,1595.0,1495,1350.0
경남,거제시,금강주유소,Y,경남 거제시 거제면 거제남서로 3239,055-632-8998,,1645.0,1545,1350.0
경남,거제시,금영오일(주)고현셀프주유소,Y,경남 거제시 고현로 177 (고현동),055-636-3355,,1654.0,1549,1450.0
경남,거제시,대금산주유소,N,경남 거제시 연초면 거제북로 128,055-635-9553,,1655.0,1555,1400.0
경남,거제시,대동주유소,N,경남 거제시 두모길 3-14 (두모동),055-682-2792,,1599.0,1459,1300.0
경남,거제시,대양산업(주)대양거제주유소,Y,경남 거제시 장목면 거가대로 1068,055-736-2201,,1578.0,1428,1400.0
경남,거제시,덕포주유소,Y,경남 거제시 옥포대첩로 338,055-688-0174,,1594.0,1495,1500.0
경남,거제시,동남주유소,Y,경남 거제시 동부면 거제남서로 3061,055-633-2626,,1645.0,1545,1350.0
경남,거제시,동백주유소,N,경남 거제시 옥포대첩로 343 (덕포동),055-687-5194,,1598.0,1458,1350.0
경남,거제시,동부주유소,N,경남 거제시 동부면 거제남서로 3095,055-633-6674,,1645.0,1545,1350.0
경남,거제시,둔덕농협주유소,N,경남 거제시 둔덕면 거제남서로 4576-6,055-634-5189,,1550.0,1360,1300.0
경남,거제시,민들레주유소,N,경남 거제시 거제중앙로 1619,055-635-3964,,1685.0,1585,1350.0
경남,거제시,바다애 주유소,N,경남 거제시 일운면 거제대로 2802,055-681-5145,,1589.0,1399,1300.0
경남,거제시,보성주유소,N,경남 거제시 연초면 연하해안로 490,055-632-6969,,1595.0,1475,1400.0
경남,거제시,사등농협주유소,N,경남 거제시 사등면 거제대로 5733,055-633-5975,,1545.0,1345,1300.0
경남,거제시,사등주유소,Y,경남 거제시 사등면 거제대로 5486,055-632-3251,1785.0,1525.0,1325,
경남,거제시,삼성주유소,N,경남 거제시 장평3로 21 (장평동),055-638-5185,,1865.0,1765,
경남,거제시,상동주유소,Y,경남 거제시 거제중앙로 1725,055-636-8184,1785.0,1565.0,1465,
경남,거제시,새거제주유소,Y,경남 거제시 거제대로 5054 (장평동),055-636-8541,,1598.0,1568,1600.0
경남,거제시,새시민주유소,Y,경남 거제시 사등면 거제대로 5948,055-632-5154,1785.0,1525.0,1355,1350.0
경남,거제시,송정주유소,N,경남 거제시 연초면 거제대로 4076,055-636-2508,,1615.0,1526,
경남,거제시,신거제주유소,Y,경남 거제시 연초면 거제대로 4131 (연초면),055-632-0123,,1577.0,1397,
경남,거제시,신진주유소,N,경남 거제시 고현로 154(고현동),055-635-5151,,1659.0,1549,
경남,거제시,아리랑주유소,N,경남 거제시 연초면 거제대로 3916,055-637-8571,,1598.0,1495,
경남,거제시,연초주유소,Y,경남 거제시 연초면 거제대로 4264,055-636-6565,,1635.0,1515,
경남,거제시,오비주유소,N,경남 거제시 연초면 연하해안로 443,055-633-5175,,1595.0,1475,1300.0
경남,거제시,오엘르주유소,Y,경남 거제시 사등면 거제대로 5770,055-635-5189,,1555.0,1365,1350.0
경남,거제시,오일뱅크 실전주유소,N,경남 거제시 하청면 거제북로 893,055-636-1151,,1540.0,1475,1400.0
경남,거제시,오일플러스,N,경남 거제시 사등면 거제대로 5308,055-634-3600,1795.0,1545.0,1345,
경남,거제시,우리주유소,Y,경남 거제시 연초면 거제북로 168,055-635-9393,,1615.0,1495,1350.0
경남,거제시,은마석유(주)거제대로주유소,Y,경남 거제시 거제대로 3855-14,055-687-3378,,1535.0,1335,
경남,거제시,장목주유소,Y,경남 거제시 장목면 거제북로 1179,055-633-1026,,1529.0,1395,
경남,거제시,장승포농협주유소,Y,경남 거제시 거제대로 3513 (아주동),055-682-1570,,1536.0,1336,1300.0
경남,거제시,장승포주유소,Y,경남 거제시 일운면 거제대로 2528,055-682-5241,1889.0,1568.0,1378,1300.0
경남,거제시,장진주유소,N,경상남도 거제시 거제대로 4933,055-636-5119,,1595.0,1475,1350.0
경남,거제시,제2장진주유소,N,경남 거제시 사등면 거제남서로 5252,055-635-7490,,1568.0,1388,1350.0
경남,거제시,조은주유소,Y,경남 거제시 사등면 거제대로 5989,010-4165-9217,,1559.0,1359,
경남,거제시,지세포주유소,Y,경남 거제시 일운면 거제대로 2509,055-682-5112,,1608.0,1428,1300.0
경남,거제시,천오용주유소,N,경남 거제시 거제면 거제남서로 3976,055-632-6293,,1637.0,1537,1350.0
경남,거제시,하청주유소,Y,경남 거제시 하청면 연하해안로 1724,055-636-0014,,1584.0,1485,1400.0
경남,거제시,한내주유소,N,경남 거제시 연초면 연하해안로 707,055-632-8401,,1595.0,1495,1350.0
경남,거제시,해금강주유소,N,경남 거제시 동부면 거제중앙로 659,055-634-5511,,1695.0,1595,1350.0
경남,거제시,호산나주유소,N,경남 거제시 거제면 읍내로 361-3,010-9850-3411,,1639.0,1429,
경남,거창군,㈜승진에너지 거창(광주방향)주유소/충전소,Y,경남 거창군 가조면 가조가야로 1543-81,055-941-0863,,1523.0,1361,
경남,거창군,(주)승진에너지 거창(대구방향)주유소,Y,경남 거창군 가조면 가조가야로 1523,055-941-0863,,1523.0,1361,
경남,거창군,3교주유소,N,경남 거창군 거창읍 거열로 22,055-944-5656,,1630.0,1460,1150.0
경남,거창군,가북주유소,N,경남 거창군 가북면 용암로 10,055-942-4948,,1600.0,1450,1160.0
경남,거창군,거창고속IC주유소,N,경남 거창군 거창읍 창동로 75,055-945-1195,,1615.0,1465,1390.0
경남,거창군,거창농협주유소,N,경남 거창군 거창읍 거함대로 3179,055-944-5104,,1585.0,1435,1150.0
경남,거창군,거창대로주유소,Y,경남 거창군 거창읍 거열로 198 (거창읍),055-944-8384,,1585.0,1435,
경남,거창군,거창사과원예농협주유소,Y,경남 거창군 거창읍 수남로 2245,055-945-5150,,1575.0,1425,1150.0
경남,거창군,거창소만주유소,Y,경남 거창군 거창읍 창동로 180,055-945-5151,,1575.0,1425,1150.0
경남,거창군,국농소주유소,N,경남 거창군 거창읍 밤티재로 1326,055-943-8451,,1620.0,1470,1300.0
경남,거창군,남거창농협신원지점주유소,N,경남 거창군 신원면 신차로 3099,055-942-8614,,1600.0,1450,1160.0
경남,거창군,남거창농협주유소,N,경남 거창군 남상면 수남로 1841,055-944-0040,,1600.0,1450,1160.0
경남,거창군,대동주유소,Y,경남 거창군 거창읍 거열로 229,055-944-5149,,1559.0,1395,1150.0
경남,거창군,대호주유소,N,경남 거창군 남하면 영서로 510,055-945-1484,,1649.0,1459,1300.0
경남,거창군,덕유산주유소,N,경남 거창군 주상면 빼재로 1224,055-942-7143,,1650.0,1480,
경남,거창군,동거창농협,N,경남 거창군 가조면 가조가야로 1051,055-943-1040,,1600.0,1450,1160.0
